bookName,starRating,bookPrice in (EUR),imageLink
Hollow City (Miss Peregrine’s Peculiar Children #2),One,42.98,http://books.toscrape.com/media/cache/e2/60/e260b008b7ea7970562295b7bc64b0cb.jpg
Grumbles,Two,22.16,http://books.toscrape.com/media/cache/d6/1b/d61b12ef0e69d49e2645537dd6a8472a.jpg
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Four,49.43,http://books.toscrape.com/media/cache/57/77/57770cac1628f4407636635f4b85e88c.jpg
Frostbite (Vampire Academy #2),Five,29.99,http://books.toscrape.com/media/cache/71/76/7176317f1915fa0658bb2fe400441207.jpg
Follow You Home,One,21.36,http://books.toscrape.com/media/cache/a7/4b/a74b35375ce874153fd352e33bc7bac9.jpg
First Steps for New Christians (Print Edition),One,29.00,http://books.toscrape.com/media/cache/f1/73/f1731459b1e2f4becf2c52b8f30b8cd7.jpg
"Fables, Vol. 1: Legends in Exile (Fables #1)",Four,41.62,http://books.toscrape.com/media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg
The Long Haul (Diary of a Wimpy Kid #9),One,44.07,http://books.toscrape.com/media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg
The Loney,One,23.40,http://books.toscrape.com/media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg
The Literature Book (Big Ideas Simply Explained),Three,17.43,http://books.toscrape.com/media/cache/9e/ea/9eea51ac4a15d18aa976be459da30c47.jpg
The Immortal Life of Henrietta Lacks,Two,40.67,http://books.toscrape.com/media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Three,28.77,http://books.toscrape.com/media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg
The Guilty (Will Robie #4),Two,13.82,http://books.toscrape.com/media/cache/76/de/76deee06ffe45e646c0113af01f4f401.jpg
The First Hostage (J.B. Collins #2),Three,25.85,http://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg
The Dovekeepers,One,48.78,http://books.toscrape.com/media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg
The Darkest Lie,Five,35.35,http://books.toscrape.com/media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg
The Bane Chronicles (The Bane Chronicles #1-11),Four,44.73,http://books.toscrape.com/media/cache/9a/33/9a333c4a06ce187c5c9d2f5969ddcac2.jpg
Drive: The Surprising Truth About What Motivates Us,Four,34.95,http://books.toscrape.com/media/cache/8a/49/8a490347afdc10abe7c2099e466de32f.jpg
Done Rubbed Out (Reightman & Bailey #1),Five,37.72,http://books.toscrape.com/media/cache/08/4d/084da0199a717cb6c1eda30f98d0ea4c.jpg
Doing It Over (Most Likely To #1),Three,35.61,http://books.toscrape.com/media/cache/e9/25/e9250495a525eb203652ad9da85ccb8e.jpg
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Three,42.16,http://books.toscrape.com/media/cache/20/f2/20f28657b49f8cb24ed2ec6448bb6df3.jpg
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,One,15.77,http://books.toscrape.com/media/cache/88/90/8890073a9c9e3bb696f6baa84fb4dd95.jpg
The 14th Colony (Cotton Malone #11),One,39.24,http://books.toscrape.com/media/cache/d9/1a/d91aae72af6c1cb2c63163acabe7895c.jpg
That Darkness (Gardiner and Renner #1),One,13.92,http://books.toscrape.com/media/cache/44/9e/449ed681142bc336646abee754e96639.jpg
Tastes Like Fear (DI Marnie Rome #3),One,10.69,http://books.toscrape.com/media/cache/3c/91/3c91d97266bd6dda322089695fb46daf.jpg
Take Me with You,Three,45.21,http://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg
Swell: A Year of Waves,One,45.58,http://books.toscrape.com/media/cache/10/28/1028b2cf417e49dc1c14609e437a98e0.jpg
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five,11.89,http://books.toscrape.com/media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg
Still Life with Bread Crumbs,Three,26.41,http://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg
Steve Jobs,Five,39.50,http://books.toscrape.com/media/cache/86/31/86313c225719ac946894d780c4ff0839.jpg
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Four,44.74,http://books.toscrape.com/media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four,35.43,http://books.toscrape.com/media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg
See America: A Celebration of Our National Parks & Treasured Sites,Three,48.87,http://books.toscrape.com/media/cache/9a/7e/9a7e63f12829df4b43b31d110bf3dc2e.jpg
My Name Is Lucy Barton,One,41.56,http://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg
My Mrs. Brown,Three,24.48,http://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg
My Kind of Crazy,One,40.36,http://books.toscrape.com/media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg
Mr. Mercedes (Bill Hodges Trilogy #1),One,28.90,http://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg
More Than Music (Chasing the Dream #1),Two,37.61,http://books.toscrape.com/media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg
Made to Stick: Why Some Ideas Survive and Others Die,Five,38.85,http://books.toscrape.com/media/cache/e2/2e/e22e4a82d97f9f0689d5295a98f5dcff.jpg
Luckiest Girl Alive,Three,49.83,http://books.toscrape.com/media/cache/81/c0/81c0a1ce03db82568e2496db945a8227.jpg
salt.,Four,46.78,http://books.toscrape.com/media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg
Robin War,Three,47.82,http://books.toscrape.com/media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two,25.48,http://books.toscrape.com/media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg
Rain Fish,Three,23.57,http://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg
Pet Sematary,Three,10.56,http://books.toscrape.com/media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg
Once Was a Time,Two,18.28,http://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg
Old School (Diary of a Wimpy Kid #10),Five,11.83,http://books.toscrape.com/media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Two,21.95,http://books.toscrape.com/media/cache/b5/6f/b56ff04effb66fe701a22abd4a7f1667.jpg
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two,38.39,http://books.toscrape.com/media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg
Love Is a Mix Tape (Music #1),One,18.03,http://books.toscrape.com/media/cache/a2/6d/a26d8449abb3381e09126eda5f4e8151.jpg
Hold Your Breath (Search and Rescue #1),One,28.82,http://books.toscrape.com/media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg
Greek Mythic History,Five,10.23,http://books.toscrape.com/media/cache/36/cf/36cf56c7bdf35aadbcc6f05a8e8d8fcb.jpg
God: The Most Unpleasant Character in All Fiction,Five,30.03,http://books.toscrape.com/media/cache/1f/db/1fdb125bcb8cee71f3404b4dc293348c.jpg
Glory over Everything: Beyond The Kitchen House,Three,45.84,http://books.toscrape.com/media/cache/96/41/964194a317f8ce5ed031bf4c9ceb43ab.jpg
Feathers: Displays of Brilliant Plumage,Three,49.05,http://books.toscrape.com/media/cache/f2/ee/f2ee668cf593ff13a9560c2801e9c2a2.jpg
Looking for Lovely: Collecting the Moments that Matter,Five,29.14,http://books.toscrape.com/media/cache/61/1e/611e1804ad968e309a5f788d4ebc1cb4.jpg
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Four,46.91,http://books.toscrape.com/media/cache/e9/5e/e95e82f09681709bb0f927341dda274e.jpg
Let It Out: A Journey Through Journaling,Five,26.79,http://books.toscrape.com/media/cache/51/fc/51fcd3e9384894e6a53a753d2ab856ee.jpg
Lady Midnight (The Dark Artifices #1),Five,16.28,http://books.toscrape.com/media/cache/89/a6/89a61d48e93bc92537c0a2cb2c0094bb.jpg
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",One,19.55,http://books.toscrape.com/media/cache/fe/67/fe67c381d6a0c4c00a7c191d16939554.jpg
Island of Dragons (Unwanteds #7),One,29.65,http://books.toscrape.com/media/cache/75/b9/75b99691594fde72ccb1831624cfeff6.jpg
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Four,25.98,http://books.toscrape.com/media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg
I Am Pilgrim (Pilgrim #1),Four,10.60,http://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Five,14.75,http://books.toscrape.com/media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg
"Hush, Hush (Hush, Hush #1)",Three,47.02,http://books.toscrape.com/media/cache/2a/b9/2ab91479fe480e964f319fa8ac6991b2.jpg
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Four,15.06,http://books.toscrape.com/media/cache/11/e2/11e227bdb5fe8b43dcc2366a157a47c2.jpg
Every Last Word,Three,46.47,http://books.toscrape.com/media/cache/92/e7/92e7f0a8ca38964fea93e911aefbf6c9.jpg
Eligible (The Austen Project #4),Three,27.09,http://books.toscrape.com/media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg
Eight Hundred Grapes,Four,14.39,http://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg
Doctor Sleep (The Shining #2),Two,40.12,http://books.toscrape.com/media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Five,37.51,http://books.toscrape.com/media/cache/8f/80/8f8074d9f035c2a0ef8595ad89f7bcc8.jpg
Dear Mr. Knightley,Five,11.21,http://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg
Daily Fantasy Sports,One,36.58,http://books.toscrape.com/media/cache/44/ff/44ff81a2ea37d3946605e205ddd538eb.jpg
Crazy Love: Overwhelmed by a Relentless God,Two,47.72,http://books.toscrape.com/media/cache/03/f1/03f1e337afadba35687672b5625a9757.jpg
Cometh the Hour (The Clifton Chronicles #6),Three,25.01,http://books.toscrape.com/media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg
Code Name Verity (Code Name Verity #1),Four,22.13,http://books.toscrape.com/media/cache/f5/58/f55886d1bf600529a35e1bd932c78ca0.jpg
Clockwork Angel (The Infernal Devices #1),One,44.14,http://books.toscrape.com/media/cache/ff/0e/ff0ee0002f510112b6d7a88f53366e1d.jpg
City of Fallen Angels (The Mortal Instruments #4),Four,11.23,http://books.toscrape.com/media/cache/c9/40/c940b6c329ecc39aaed2ab0140592a4b.jpg
City of Bones (The Mortal Instruments #1),One,43.28,http://books.toscrape.com/media/cache/96/af/96af4aaf25ab49b057c10b5b7eb7652c.jpg
City of Ashes (The Mortal Instruments #2),One,47.27,http://books.toscrape.com/media/cache/68/da/68dab382d535305ca6025be9921df0d1.jpg
Cell,Four,20.29,http://books.toscrape.com/media/cache/0b/97/0b97282ed82b771ed328e05386a84adb.jpg
"Carry On, Warrior: Thoughts on Life Unarmed",Three,31.85,http://books.toscrape.com/media/cache/dd/f5/ddf5da673bb34a74a81faf7271c7ca13.jpg
Carrie,Two,46.23,http://books.toscrape.com/media/cache/c5/6f/c56f37eb53888765eb55f86fb7381c2f.jpg
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Four,37.80,http://books.toscrape.com/media/cache/f2/fa/f2faa289117546efa0b4068a07778ab0.jpg
Brain on Fire: My Month of Madness,Five,49.32,http://books.toscrape.com/media/cache/88/aa/88aad1204951e0900906173b086e6695.jpg
Batman: Europa,Two,32.01,http://books.toscrape.com/media/cache/f1/fe/f1fecf0ce9b5771e4d2c9619e8550988.jpg
Barefoot Contessa Back to Basics,One,28.01,http://books.toscrape.com/media/cache/b8/38/b838b65e0e1ac3a9b498dfb1bf004420.jpg
Balloon Animals,Three,17.03,http://books.toscrape.com/media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg
Art Ops Vol. 1,Three,48.80,http://books.toscrape.com/media/cache/0b/b4/0bb4c64f1522c033368df5567a349472.jpg
Angels Walking (Angels Walking #1),Two,34.20,http://books.toscrape.com/media/cache/50/0e/500eeb810e940424827580574e46852c.jpg
The Midnight Watch: A Novel of the Titanic and the Californian,One,26.20,http://books.toscrape.com/media/cache/97/3a/973a2c3462a18fc90d3b9662d959df37.jpg
All the Light We Cannot See,Five,29.87,http://books.toscrape.com/media/cache/41/c3/41c37f7f0e03ee1144dd6fa89483b5d9.jpg
The Lonely City: Adventures in the Art of Being Alone,Two,33.26,http://books.toscrape.com/media/cache/5c/5e/5c5e527fea6b17199773bb175b515aee.jpg
The Golden Condom: And Other Essays on Love Lost and Found,One,39.43,http://books.toscrape.com/media/cache/dc/4d/dc4d070e33813a07a4e02f069e6d482f.jpg
The Epidemic (The Program 0.6),Five,14.44,http://books.toscrape.com/media/cache/87/cd/87cd652c35e2a78535c83becae33cff2.jpg
The Children,Three,11.88,http://books.toscrape.com/media/cache/d8/03/d803ab341d3020a3bb280d6135e4ae65.jpg
Stars Above (The Lunar Chronicles #4.5),Two,48.05,http://books.toscrape.com/media/cache/fd/5b/fd5b14399052ab552e240ed18ab03c6d.jpg
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Three,21.21,http://books.toscrape.com/media/cache/2a/f3/2af39796852729270fb23e05a662a42c.jpg
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Two,10.90,http://books.toscrape.com/media/cache/a2/b9/a2b974e5a66e7502c77d2e4632abe033.jpg
A Time of Torment (Charlie Parker #14),Five,48.35,http://books.toscrape.com/media/cache/e8/c0/e8c0ba15066bab950ae161fd60949b9a.jpg
A Study in Scarlet (Sherlock Holmes #1),Two,16.73,http://books.toscrape.com/media/cache/8f/a4/8fa41d6caa10e427356b8a590eb4d96b.jpg
A People's History of the United States,Two,40.79,http://books.toscrape.com/media/cache/75/20/75200336c141156746000f7055df344a.jpg
A Man Called Ove,One,39.72,http://books.toscrape.com/media/cache/9c/f1/9cf1f4a47b8d08909fc092e6ae598d83.jpg
A Distant Mirror: The Calamitous 14th Century,Three,14.58,http://books.toscrape.com/media/cache/41/d5/41d5fa6a81cdbcbe6b0b15757a4c9144.jpg
Raspberry Pi Electronics Projects for the Evil Genius,Four,49.67,http://books.toscrape.com/media/cache/a2/da/a2da8957b9cb8265d7f1dfeb0651f1c7.jpg
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,One,43.14,http://books.toscrape.com/media/cache/2d/fd/2dfdc52bcdbd82dee50372bc46c83e15.jpg
Psycho: Sanitarium (Psycho #1.5),Five,36.97,http://books.toscrape.com/media/cache/02/5c/025c30a378e2a4190e84f1429e81b803.jpg
Poisonous (Max Revere Novels #3),Three,26.80,http://books.toscrape.com/media/cache/23/52/2352718971d5e166fa9541a5a7d716fa.jpg
One with You (Crossfire #5),Four,15.71,http://books.toscrape.com/media/cache/b8/29/b829181ae95c8f020c1ad3273192de30.jpg
1491: New Revelations of the Americas Before Columbus,Three,21.80,http://books.toscrape.com/media/cache/88/75/8875f384ce9103281b7f6e86a2b8204d.jpg
"The Three Searches, Meaning, and the Story",Three,13.33,http://books.toscrape.com/media/cache/83/35/8335b71599b5a257a56cfabdd79080a4.jpg
Searching for Meaning in Gailana,One,38.73,http://books.toscrape.com/media/cache/3b/04/3b045fe0394dc192950a0ec9e3812fe4.jpg
Rook,Four,37.86,http://books.toscrape.com/media/cache/55/33/5533595a623c3bb947c4a5171fc2df08.jpg
My Kitchen Year: 136 Recipes That Saved My Life,Two,11.53,http://books.toscrape.com/media/cache/76/a1/76a1516c8d9c3e620626f30840013a85.jpg
13 Hours: The Inside Account of What Really Happened In Benghazi,One,27.06,http://books.toscrape.com/media/cache/15/f7/15f78e0b04feb9b94e88865803cb5e9e.jpg
Most Wanted,Three,35.28,http://books.toscrape.com/media/cache/8b/bc/8bbc5ab4c3784b4d9b93eb0fd1fb6fd6.jpg
"Love, Lies and Spies",Two,20.55,http://books.toscrape.com/media/cache/7a/22/7a224a6e174af91950e9b124afe54e0e.jpg
Will You Won't You Want Me?,Three,13.86,http://books.toscrape.com/media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg
Tipping Point for Planet Earth: How Close Are We to the Edge?,One,37.55,http://books.toscrape.com/media/cache/56/97/5697f2f8f628129df01c5790985ffd9b.jpg
The Star-Touched Queen,Five,32.30,http://books.toscrape.com/media/cache/d3/0d/d30dd8b6be6f9fcfd17178e8083238b6.jpg
The Silent Sister (Riley MacPherson #1),Five,46.29,http://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg
Hide Away (Eve Duncan #20),One,11.84,http://books.toscrape.com/media/cache/57/07/5707c3d5d4fd44d943d51730ba7d429a.jpg
Furiously Happy: A Funny Book About Horrible Things,Four,41.46,http://books.toscrape.com/media/cache/ab/2a/ab2ae4f02aa46271b4bfc77494039fc6.jpg
Everyday Italian: 125 Simple and Delicious Recipes,Five,20.10,http://books.toscrape.com/media/cache/5a/64/5a6499d41ccaad4c4f7eeaa90e16345a.jpg
Dirty (Dive Bar #1),Four,40.83,http://books.toscrape.com/media/cache/ae/90/ae903f6f6d059954be4e85497dd76bf5.jpg
Can You Keep a Secret? (Fear Street Relaunch #4),One,48.64,http://books.toscrape.com/media/cache/0b/2f/0b2f432cc27132f688fcdf29618521e0.jpg
A Paris Apartment,Four,39.01,http://books.toscrape.com/media/cache/16/57/16575316618bd7e922d5b0e0f87de2ca.jpg
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",One,38.77,http://books.toscrape.com/media/cache/98/19/9819ff3a8290dc6ab8797d00de5ec554.jpg
Troublemaker: Surviving Hollywood and Scientology,Two,48.39,http://books.toscrape.com/media/cache/77/82/778285b3c87d6d5d98003aa0f2f65933.jpg
The Widow,Two,27.26,http://books.toscrape.com/media/cache/fd/71/fd71fb07247bf911505a351c0670c6dc.jpg
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Four,11.68,http://books.toscrape.com/media/cache/3d/c5/3dc5455313710cf7055c060114e25bf0.jpg
The Art of Startup Fundraising,Three,21.00,http://books.toscrape.com/media/cache/b3/7b/b37be83183f1dcb759d92bda8f8998a4.jpg
Sleeping Giants (Themis Files #1),One,48.74,http://books.toscrape.com/media/cache/c0/72/c072c1ef144d571abd25fe9cc18cceba.jpg
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Two,21.15,http://books.toscrape.com/media/cache/8b/c4/8bc43a6b42d0283ab4bf611f1b497126.jpg
Playing with Fire,Three,13.71,http://books.toscrape.com/media/cache/90/0b/900bd2e60d56b6480a4e8eb2dddb46d6.jpg
Off the Hook (Fishing for Trouble #1),Three,47.67,http://books.toscrape.com/media/cache/1d/78/1d78fe226e1adb9cb591fa21f8a9bf68.jpg
Mothering Sunday,Two,13.34,http://books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg
"Mother, Can You Not?",Five,16.89,http://books.toscrape.com/media/cache/ae/03/ae03f5d4d4c2ee038ac4c4ce9b71e592.jpg
M Train,One,27.18,http://books.toscrape.com/media/cache/d6/e8/d6e8258cee98f80727e99f7ac5aa1b88.jpg
Lilac Girls,Two,17.28,http://books.toscrape.com/media/cache/6c/2e/6c2e764e3ea89859b52df8de4f12af7a.jpg
Lies and Other Acts of Love,One,45.14,http://books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg
Lab Girl,One,40.85,http://books.toscrape.com/media/cache/e9/72/e972f8b4abaaa6f8f449479cd9d87be3.jpg
Keep Me Posted,Four,20.46,http://books.toscrape.com/media/cache/ae/ac/aeac003461b89c7ef826251d940b2afc.jpg
Grey (Fifty Shades #4),Four,48.49,http://books.toscrape.com/media/cache/bb/ee/bbeeab4c4ce572c0e9764e3a96c6d4a5.jpg
Daredevils,Three,16.34,http://books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg
Cravings: Recipes for What You Want to Eat,Three,20.50,http://books.toscrape.com/media/cache/ae/5c/ae5ca435fb095e374d2c2aa9f7b6f380.jpg
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Two,35.92,http://books.toscrape.com/media/cache/5e/76/5e76a5026bd17a5b484ae2a60eec0542.jpg
Born for This: How to Find the Work You Were Meant to Do,Five,21.59,http://books.toscrape.com/media/cache/aa/67/aa677a97ecdcbbde7471f1c90ed0cf6f.jpg
Arena,Four,21.36,http://books.toscrape.com/media/cache/51/88/518810d182843244a404f2a2a614a93b.jpg
Adultery,Five,20.88,http://books.toscrape.com/media/cache/79/d9/79d99cfa5557be0643ba00bfcd35256b.jpg
A Mother's Reckoning: Living in the Aftermath of Tragedy,Three,19.53,http://books.toscrape.com/media/cache/28/58/285861a80930ffa7521dcb8bd19656e9.jpg
A Gentleman's Position (Society of Gentlemen #3),Five,14.75,http://books.toscrape.com/media/cache/f0/e0/f0e0db3edcb14293a52b51929cc72979.jpg
11/22/63,Three,48.48,http://books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Two,24.57,http://books.toscrape.com/media/cache/40/b2/40b246cf12df5345dc0371c040fddb4b.jpg
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Five,49.71,http://books.toscrape.com/media/cache/23/c2/23c2108ae81327c7f3fb0721976cba5e.jpg
Without Shame,Five,48.27,http://books.toscrape.com/media/cache/90/86/9086ca3d1d5c4059beb7dcf762926e1e.jpg
Underlying Notes,Two,11.82,http://books.toscrape.com/media/cache/ee/59/ee593e57a7fb110d96f1688b0fdd9d59.jpg
The Shack,One,28.03,http://books.toscrape.com/media/cache/20/8b/208b77faac57115ae239391fe2a64c86.jpg
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Four,48.63,http://books.toscrape.com/media/cache/ef/80/ef80e6100214c486562a73ce76444826.jpg
23 Degrees South: A Tropical Tale of Changing Whether...,Two,35.79,http://books.toscrape.com/media/cache/29/3e/293e31894cd2c5bf2aff452b8c818b66.jpg
"Zero to One: Notes on Startups, or How to Build the Future",Three,34.06,http://books.toscrape.com/media/cache/f4/8e/f48ee738bc992a68d08eadcb4338a547.jpg
Why Not Me?,One,17.76,http://books.toscrape.com/media/cache/31/a6/31a61c2587add91e55a85fec33e93d15.jpg
When Breath Becomes Air,Two,39.36,http://books.toscrape.com/media/cache/39/a5/39a5f0d3280010ca400eb4f5d262b950.jpg
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Two,36.94,http://books.toscrape.com/media/cache/d5/bf/d5bf0090470b0b8ea46d9c166f7895aa.jpg
The New Brand You: Your New Image Makes the Sale for You,Five,44.05,http://books.toscrape.com/media/cache/9b/33/9b33c7a5431415614f7b788e0c1552c9.jpg
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Four,12.34,http://books.toscrape.com/media/cache/d4/53/d453cfb6c08dbf76d200ffa858bc9979.jpg
The Flowers Lied,Two,16.68,http://books.toscrape.com/media/cache/a9/f0/a9f00f8505431e64db0f91df762a6d73.jpg
The Book of Mormon,Three,24.57,http://books.toscrape.com/media/cache/83/db/83dbf86eb0fed1d99de2148eac4eb064.jpg
Nap-a-Roo,One,25.08,http://books.toscrape.com/media/cache/27/1f/271faa1d7561473974d12803feb1f0a1.jpg
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Four,10.41,http://books.toscrape.com/media/cache/f3/b9/f3b94d63844537271e86565071e5d716.jpg
Modern Day Fables,Two,47.44,http://books.toscrape.com/media/cache/79/40/79405be1357e2576e7f4b307600be914.jpg
If I Gave You God's Phone Number....: Searching for Spirituality in America,One,20.91,http://books.toscrape.com/media/cache/87/fe/87fe3f7f3f62c1b1b81890578c9cf294.jpg
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Four,33.95,http://books.toscrape.com/media/cache/7c/ea/7cea6ff4f6f1427739b136db35fbfad4.jpg
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Five,43.62,http://books.toscrape.com/media/cache/06/e2/06e2e125d332e2e09a64816ff915b859.jpg
The New Drawing on the Right Side of the Brain,Three,43.02,http://books.toscrape.com/media/cache/6a/55/6a55ccd4bc2383f5fe915fbef8bd5a23.jpg
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Four,28.45,http://books.toscrape.com/media/cache/82/6c/826c590f552ce717a2972649350c8030.jpg
The Martian (The Martian #1),Two,41.39,http://books.toscrape.com/media/cache/72/ed/72ed6908c3fcf2bccf79013a65943849.jpg
The Grownup,One,35.88,http://books.toscrape.com/media/cache/f4/cb/f4cb1f9c7280bf1fd05fe33d2816080f.jpg
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,One,36.91,http://books.toscrape.com/media/cache/11/2c/112c55a6bcd401c3bd603f5ddb2e6b82.jpg
South of Sunshine,One,28.93,http://books.toscrape.com/media/cache/09/11/09118b974f3685483f3e4debd1f97c90.jpg
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Five,38.89,http://books.toscrape.com/media/cache/21/88/21889b1eddaec853b02a41bdd06eef54.jpg
Shadows of the Past (Logan Point #1),Five,39.67,http://books.toscrape.com/media/cache/93/e0/93e0ec623673a8f83598c9aa7b6c94ec.jpg
Roller Girl,Five,14.10,http://books.toscrape.com/media/cache/b8/bd/b8bd3e5bc547c7c851689a844c9db429.jpg
Rising Strong,Three,21.82,http://books.toscrape.com/media/cache/3b/f3/3bf3c719382c03984ab9766803bed964.jpg
Please Kill Me: The Uncensored Oral History of Punk,Four,31.19,http://books.toscrape.com/media/cache/06/f1/06f185c0be2ad6e2fe059464c03f1b47.jpg
My Life Next Door (My Life Next Door ),Five,36.39,http://books.toscrape.com/media/cache/98/00/98001a78a78ab77027145ff586d64431.jpg
Dress Your Family in Corduroy and Denim,Three,43.68,http://books.toscrape.com/media/cache/df/14/df1418baa09e00b877be35066084c9dc.jpg
Don't Forget Steven,One,33.23,http://books.toscrape.com/media/cache/e7/75/e775bf9ea6343b2ee0be5166bb445bd2.jpg
Man's Search for Meaning,Three,29.48,http://books.toscrape.com/media/cache/ed/ff/edffa2eec8d96b8ddcd53d5c2eff8453.jpg
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Two,25.06,http://books.toscrape.com/media/cache/6d/1b/6d1b236549b8d5bc9e20786a25b7e7d1.jpg
